order_date,po_id,supplier_id,supplier_region,supplier_country,part_id,part_type,category,unit_of_measure,delivery_qty,unit_cost_usd,total_cost_usd,promised_lead_time_days,actual_lead_time_days,on_time_flag,defect_flag,defect_reason,order_month_start,risk_score_month,risk_score
4/5/23,PO-d0e102ba,SU-011,Asia,China,PART-fb58317b,Engine Block,Engines,ea,2,4530.23,9060.46,88,88,1,1,Incorrect Specs,4/1/23,4/1/23,58.90758682987124
4/5/23,PO-ae5a599e,SU-009,Europe,Germany,PART-4888e870,Control Valve,Hydraulics,ea,14,262.41,3673.74,14,13,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/6/23,PO-3f4a9505,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,157,32.78,5146.46,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/6/23,PO-3624ff15,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,38,483.94,18389.72,42,42,1,0,No Defect,4/1/23,4/1/23,46.02311423885711
4/6/23,PO-701a6f1b,SU-009,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,14,3.49,48.86,27,27,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/6/23,PO-7593b45c,SU-005,Asia,China,PART-007ca85c,Nut,Fasteners,ea,814,1.09,887.26,7,6,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/6/23,PO-38b0212e,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,82,23.09,1893.38,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/6/23,PO-116284e7,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,10,201.4,2014,38,47,0,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/6/23,PO-32ab8adb,SU-001,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,25,200.99,5024.75,37,37,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/6/23,PO-31277493,SU-011,Asia,India,PART-1e097245,Bucket,Attachments,ea,2,6605.07,13210.14,56,42,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/6/23,PO-fb09105c,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,4,1896.02,7584.08,32,32,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/6/23,PO-41ac69ba,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,4,331.95,1327.8,41,26,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/7/23,PO-d15a6fd4,SU-005,Asia,China,PART-c697d757,Stud,Fasteners,ea,914,3.44,3144.16,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/7/23,PO-422ade94,SU-002,Europe,Germany,PART-0cf80665,Hydraulic Cylinder,Hydraulics,ea,15,193.27,2899.05,30,28,1,0,No Defect,4/1/23,4/1/23,5.412023426064425
4/7/23,PO-471f9654,SU-006,South America,Brazil,PART-c315bc59,Blade,Attachments,ea,2,5926.57,11853.14,21,19,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/7/23,PO-526cb276,SU-011,Asia,India,PART-c315bc59,Blade,Attachments,ea,2,5885.61,11771.22,30,28,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/7/23,PO-761979fb,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,4,1896.02,7584.08,30,30,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/7/23,PO-8c14d5eb,SU-010,Asia,South Korea,PART-7c205b95,Steel Plate,Steel,lb,4199,0.63,2645.37,25,25,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/7/23,PO-71de530b,SU-011,Asia,China,PART-5b69155b,Piston,Engines,ea,3,68.88,206.64,48,48,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/7/23,PO-40a6b0bc,SU-001,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,30,0.61,18.3,32,32,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/7/23,PO-642d8ab0,SU-006,South America,Brazil,PART-c315bc59,Blade,Attachments,ea,2,5926.57,11853.14,32,27,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/7/23,PO-b3464306,SU-005,North America,USA,PART-42399920,Cabin Filter,Filters,ea,51,23.87,1217.37,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/8/23,PO-a7fc6203,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,118,19.41,2290.38,7,7,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/8/23,PO-2c7da9b3,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,31,23.09,715.79,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/8/23,PO-23d91593,SU-001,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,13,35.11,456.43,21,21,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/8/23,PO-8084106f,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,19,331.95,6307.05,38,33,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/8/23,PO-8481c4ce,SU-002,Europe,Germany,PART-0cf80665,Hydraulic Cylinder,Hydraulics,ea,1,193.27,193.27,13,13,1,0,No Defect,4/1/23,4/1/23,5.412023426064425
4/8/23,PO-22819e6b,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,4857,11.55,56098.35,21,21,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/8/23,PO-13682075,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,78,19.8,1544.4,5,4,1,0,No Defect,4/1/23,4/1/23,0.2779394099486744
4/8/23,PO-396ad4a3,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,3,998.53,2995.59,59,59,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/8/23,PO-4dc61153,SU-005,Asia,China,PART-007ca85c,Nut,Fasteners,ea,734,1.09,800.06,7,4,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/8/23,PO-ace1d33d,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,137,23.09,3163.33,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/9/23,PO-b9e0b276,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,102,11.55,1178.1,21,13,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/9/23,PO-c4711fed,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,2002,11.55,23123.1,20,19,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/9/23,PO-f9669cdc,SU-012,North America,USA,PART-a901d4b0,Engine Oil Filter,Filters,ea,17,14.81,251.77,7,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/9/23,PO-fdb61a80,SU-007,Europe,Netherlands,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,166,23.55,3909.3,5,5,1,0,No Defect,4/1/23,4/1/23,0.2779394099486744
4/9/23,PO-721c0194,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,2,998.53,1997.06,52,43,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/9/23,PO-9564869d,SU-010,Asia,South Korea,PART-1b818820,Steel Beam,Steel,ft,4111,12.2,50154.2,20,20,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/9/23,PO-0029d9ee,SU-001,Asia,India,PART-115a79aa,Forged Steel Pin,Steel,ea,4832,112.5,543600,14,13,1,1,Packaging Issue,4/1/23,4/1/23,53.901598144026075
4/9/23,PO-c8290236,SU-010,North America,Mexico,PART-dee85722,Wheel Rim,Undercarriage,ea,17,527.4,8965.8,20,16,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/9/23,PO-8acc954d,SU-003,Asia,India,PART-5b69155b,Piston,Engines,ea,1,68.81,68.81,85,85,1,0,No Defect,4/1/23,4/1/23,52.85667837199558
4/9/23,PO-64b2c33c,SU-001,Asia,South Korea,PART-47327335,ECM (Engine Control Module),Electronics,ea,9,997.59,8978.31,40,40,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/10/23,PO-86f5320e,SU-004,Asia,India,PART-e4a12237,Idler,Undercarriage,ea,28,327.23,9162.44,31,31,1,0,No Defect,4/1/23,4/1/23,46.02311423885711
4/10/23,PO-7effdcb7,SU-003,Asia,India,PART-1750e948,Turbocharger,Engines,ea,3,1036.95,3110.85,38,38,1,0,No Defect,4/1/23,4/1/23,52.85667837199558
4/10/23,PO-1846ec07,SU-001,Asia,India,PART-115a79aa,Forged Steel Pin,Steel,ea,4022,112.5,452475,15,12,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/10/23,PO-726b973f,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,852,0.1,85.2,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/10/23,PO-b935e71e,SU-008,North America,USA,PART-ff4f5d3e,Cab Glass,Cabs & Controls,ea,37,352.41,13039.17,32,32,1,0,No Defect,4/1/23,4/1/23,10.848165132858565
4/10/23,PO-61624d5c,SU-005,North America,USA,PART-42399920,Cabin Filter,Filters,ea,14,23.87,334.18,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/10/23,PO-13d07cf9,SU-001,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,29,0.61,17.69,22,22,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/10/23,PO-ff123be9,SU-012,North America,USA,PART-42399920,Cabin Filter,Filters,ea,174,24.62,4283.88,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/10/23,PO-fa355e2e,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,141,32.78,4621.98,7,9,0,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/10/23,PO-c0b86d07,SU-003,Asia,India,PART-83525011,Fuel Injector,Engines,ea,1,854.56,854.56,75,63,1,0,No Defect,4/1/23,4/1/23,52.85667837199558
4/11/23,PO-c1ba33cf,SU-001,Asia,India,PART-115a79aa,Forged Steel Pin,Steel,ea,2945,112.5,331312.5,14,14,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/11/23,PO-ed8b1374,SU-001,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,8,35.11,280.88,32,30,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/11/23,PO-648da538,SU-012,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,149,59.54,8871.46,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/11/23,PO-27ca30b4,SU-005,Asia,China,PART-007ca85c,Nut,Fasteners,ea,678,1.09,739.02,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/11/23,PO-6ae5bda8,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,141,0.1,14.1,7,6,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/11/23,PO-550acdac,SU-002,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,10,3.49,34.9,16,16,1,0,No Defect,4/1/23,4/1/23,5.412023426064425
4/11/23,PO-9a109a7d,SU-002,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,7,3.49,24.43,12,8,1,0,No Defect,4/1/23,4/1/23,5.412023426064425
4/11/23,PO-983de7d3,SU-012,North America,USA,PART-a901d4b0,Engine Oil Filter,Filters,ea,75,14.81,1110.75,9,9,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/11/23,PO-c2a14b93,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,15,201.4,3021,18,14,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/11/23,PO-9b468154,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,672,0.1,67.2,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/12/23,PO-eb70e95b,SU-005,Asia,China,PART-007ca85c,Nut,Fasteners,ea,339,1.09,369.51,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/12/23,PO-d6091060,SU-003,Asia,India,PART-83525011,Fuel Injector,Engines,ea,2,854.56,1709.12,65,51,1,0,No Defect,4/1/23,4/1/23,52.85667837199558
4/12/23,PO-6937e5cb,SU-001,Asia,South Korea,PART-47327335,ECM (Engine Control Module),Electronics,ea,19,997.59,18954.21,35,35,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/12/23,PO-e46df9e1,SU-003,Asia,India,PART-3c303ce5,Diesel Engine,Engines,ea,2,33120.93,66241.86,35,35,1,0,No Defect,4/1/23,4/1/23,52.85667837199558
4/12/23,PO-c7812586,SU-011,Asia,China,PART-fb58317b,Engine Block,Engines,ea,2,4530.23,9060.46,39,39,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/12/23,PO-a89d5ec2,SU-009,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,21,0.61,12.81,14,14,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/12/23,PO-0666e561,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,4,998.53,3994.12,21,16,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/12/23,PO-866427c7,SU-005,North America,USA,PART-42399920,Cabin Filter,Filters,ea,120,23.87,2864.4,10,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/12/23,PO-fb855276,SU-002,Europe,Germany,PART-0a30915c,Hydraulic Pump,Hydraulics,ea,3,401.55,1204.65,30,21,1,0,No Defect,4/1/23,4/1/23,5.412023426064425
4/12/23,PO-9e0056f6,SU-007,Europe,Netherlands,PART-5edada95,Hydraulic Fluid,Lubricants & Fluids,gal,195,22.99,4483.05,5,5,1,0,No Defect,4/1/23,4/1/23,0.2779394099486744
4/13/23,PO-f77948f7,SU-011,Asia,India,PART-c315bc59,Blade,Attachments,ea,1,5885.61,5885.61,30,30,1,1,Incorrect Specs,4/1/23,4/1/23,58.90758682987124
4/13/23,PO-f3a78c3b,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,2126,11.55,24555.3,20,20,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/13/23,PO-3f31c0d6,SU-001,Asia,India,PART-7c205b95,Steel Plate,Steel,lb,3867,0.59,2281.53,14,14,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/13/23,PO-12ff1dfd,SU-004,Asia,India,PART-dee85722,Wheel Rim,Undercarriage,ea,9,519.91,4679.19,32,32,1,0,No Defect,4/1/23,4/1/23,46.02311423885711
4/13/23,PO-e0226290,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,56,23.09,1293.04,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/13/23,PO-5c095a9e,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,221,0.1,22.1,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/13/23,PO-54ba4373,SU-005,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,104,57.73,6003.92,7,5,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/13/23,PO-dc32e6de,SU-010,Asia,South Korea,PART-115a79aa,Forged Steel Pin,Steel,ea,2813,118.86,334353.18,22,22,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/13/23,PO-45a43635,SU-005,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,187,57.73,10795.51,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/13/23,PO-852158a9,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,44,331.95,14605.8,22,22,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/14/23,PO-d78c76ce,SU-010,Asia,South Korea,PART-c1cb8998,Steel Casting,Steel,lb,3078,3.06,9418.68,22,13,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/14/23,PO-7d98889e,SU-009,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,19,35.18,668.42,27,22,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/14/23,PO-63950a45,SU-001,Asia,India,PART-c1cb8998,Steel Casting,Steel,lb,473,2.9,1371.7,22,18,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/14/23,PO-2539917a,SU-008,North America,USA,PART-aea60078,Instrument Panel,Cabs & Controls,ea,27,1298.97,35072.19,30,30,1,0,No Defect,4/1/23,4/1/23,10.848165132858565
4/14/23,PO-41ca4557,SU-010,Asia,South Korea,PART-7c205b95,Steel Plate,Steel,lb,3262,0.63,2055.06,28,18,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/14/23,PO-e68ba58a,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,264,11.55,3049.2,14,14,1,1,Damaged in Transit,4/1/23,4/1/23,53.901598144026075
4/14/23,PO-de4feb79,SU-003,Asia,India,PART-83525011,Fuel Injector,Engines,ea,3,854.56,2563.68,36,36,1,0,No Defect,4/1/23,4/1/23,52.85667837199558
4/14/23,PO-69356246,SU-003,Asia,India,PART-5b69155b,Piston,Engines,ea,2,68.81,137.62,86,86,1,0,No Defect,4/1/23,4/1/23,52.85667837199558
4/14/23,PO-058e12da,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,11,201.4,2215.4,18,14,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/14/23,PO-399c1d26,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,1,1896.02,1896.02,44,44,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/15/23,PO-0eb15c8c,SU-004,Asia,India,PART-dee85722,Wheel Rim,Undercarriage,ea,10,519.91,5199.1,40,30,1,0,No Defect,4/1/23,4/1/23,46.02311423885711
4/15/23,PO-0be6e55a,SU-009,Europe,Germany,PART-0cf80665,Hydraulic Cylinder,Hydraulics,ea,7,192.9,1350.3,28,28,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/15/23,PO-03067f98,SU-010,Asia,South Korea,PART-7c205b95,Steel Plate,Steel,lb,431,0.63,271.53,20,20,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/15/23,PO-bd1b643a,SU-012,North America,USA,PART-bf4a454b,Air Filter,Filters,ea,20,31.21,624.2,9,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/15/23,PO-3aedcd98,SU-006,South America,Brazil,PART-1e097245,Bucket,Attachments,ea,4,6651.03,26604.12,26,26,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/15/23,PO-4de13dd7,SU-011,Asia,China,PART-5b69155b,Piston,Engines,ea,3,68.88,206.64,53,52,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/15/23,PO-76b79b43,SU-010,Asia,South Korea,PART-1b818820,Steel Beam,Steel,ft,4929,12.2,60133.8,20,20,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/15/23,PO-5e30b2a3,SU-006,South America,Brazil,PART-1e097245,Bucket,Attachments,ea,2,6651.03,13302.06,55,55,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/15/23,PO-2710c702,SU-010,North America,Mexico,PART-02476ffd,Sprocket,Undercarriage,ea,40,490.91,19636.4,31,31,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/15/23,PO-1d2b6f28,SU-011,Asia,China,PART-83525011,Fuel Injector,Engines,ea,2,855.43,1710.86,84,84,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/16/23,PO-04cb68da,SU-010,Asia,South Korea,PART-115a79aa,Forged Steel Pin,Steel,ea,2726,118.86,324012.36,20,16,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/16/23,PO-5dfc8d0d,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,2,1896.02,3792.04,30,28,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/16/23,PO-b679509a,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,11,23.09,253.99,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/16/23,PO-8759ad60,SU-007,Europe,Netherlands,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,195,23.55,4592.25,7,7,1,0,No Defect,4/1/23,4/1/23,0.2779394099486744
4/16/23,PO-c9c165ff,SU-005,Asia,China,PART-b34ef8fd,Hex Bolt,Fasteners,ea,835,3.7,3089.5,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/16/23,PO-cc418cc2,SU-008,North America,USA,PART-aea60078,Instrument Panel,Cabs & Controls,ea,22,1298.97,28577.34,38,35,1,0,No Defect,4/1/23,4/1/23,10.848165132858565
4/16/23,PO-672e6e5a,SU-003,Asia,India,PART-3c303ce5,Diesel Engine,Engines,ea,2,33120.93,66241.86,65,60,1,0,No Defect,4/1/23,4/1/23,52.85667837199558
4/16/23,PO-ca2da88f,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,20,23.09,461.8,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/16/23,PO-50ba42c7,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,158,32.78,5179.24,7,5,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/16/23,PO-ee14a9c4,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,109,19.41,2115.69,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/17/23,PO-5bf27040,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,3,998.53,2995.59,43,42,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/17/23,PO-e9695952,SU-012,North America,USA,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,15,24.57,368.55,7,7,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/17/23,PO-e21c098e,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,999,0.1,99.9,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/17/23,PO-3405f0f8,SU-004,Asia,India,PART-8f2135f2,Track Roller,Undercarriage,ea,14,181.38,2539.32,21,18,1,0,No Defect,4/1/23,4/1/23,46.02311423885711
4/17/23,PO-fb4ac60f,SU-001,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,12,35.11,421.32,29,26,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/17/23,PO-2a35899a,SU-005,Asia,China,PART-b34ef8fd,Hex Bolt,Fasteners,ea,924,3.7,3418.8,7,6,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/17/23,PO-ec9b5ff3,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,48,331.95,15933.6,28,27,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/17/23,PO-91259ad0,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,98,19.41,1902.18,7,7,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/17/23,PO-68782402,SU-002,Europe,Germany,PART-4888e870,Control Valve,Hydraulics,ea,13,262.91,3417.83,12,12,1,0,No Defect,4/1/23,4/1/23,5.412023426064425
4/17/23,PO-9117e803,SU-010,Asia,South Korea,PART-c1cb8998,Steel Casting,Steel,lb,2700,3.06,8262,21,20,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/18/23,PO-8a6b07d5,SU-006,South America,Brazil,PART-c315bc59,Blade,Attachments,ea,2,5926.57,11853.14,53,53,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/18/23,PO-feb2d3b2,SU-011,Asia,China,PART-3c303ce5,Diesel Engine,Engines,ea,3,33154.9,99464.7,47,47,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/18/23,PO-b3da16d8,SU-005,Asia,China,PART-c697d757,Stud,Fasteners,ea,1000,3.44,3440,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/18/23,PO-2421528a,SU-010,Asia,South Korea,PART-c1cb8998,Steel Casting,Steel,lb,1132,3.06,3463.92,22,15,1,0,No Defect,4/1/23,4/1/23,16.797468354301316
4/18/23,PO-5a50d810,SU-005,North America,USA,PART-bf4a454b,Air Filter,Filters,ea,161,30.27,4873.47,7,6,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/18/23,PO-fffe944f,SU-002,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,10,87.41,874.1,14,14,1,0,No Defect,4/1/23,4/1/23,5.412023426064425
4/18/23,PO-4a27920d,SU-005,Asia,China,PART-b34ef8fd,Hex Bolt,Fasteners,ea,321,3.7,1187.7,7,7,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/18/23,PO-7dcf9b1e,SU-002,Europe,Germany,PART-4888e870,Control Valve,Hydraulics,ea,9,262.91,2366.19,27,27,1,0,No Defect,4/1/23,4/1/23,5.412023426064425
4/18/23,PO-b6ce4b08,SU-005,North America,USA,PART-bf4a454b,Air Filter,Filters,ea,60,30.27,1816.2,10,10,1,0,No Defect,4/1/23,4/1/23,11.87701085584184
4/18/23,PO-0ca280c5,SU-006,South America,Brazil,PART-1e097245,Bucket,Attachments,ea,2,6651.03,13302.06,21,19,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/19/23,PO-4be5f6f7,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,2,998.53,1997.06,31,31,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/19/23,PO-810f715e,SU-004,Asia,India,PART-e4a12237,Idler,Undercarriage,ea,27,327.23,8835.21,34,33,1,0,No Defect,4/1/23,4/1/23,46.02311423885711
4/19/23,PO-b9d54b57,SU-011,Asia,India,PART-c315bc59,Blade,Attachments,ea,4,5885.61,23542.44,49,49,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/19/23,PO-3dba2f1a,SU-009,Asia,South Korea,PART-47327335,ECM (Engine Control Module),Electronics,ea,30,999.61,29988.3,43,43,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/19/23,PO-318bad01,SU-008,North America,USA,PART-aca61b3d,Joystick,Cabs & Controls,ea,24,220.1,5282.4,37,37,1,0,No Defect,4/1/23,4/1/23,10.848165132858565
4/19/23,PO-d41b285b,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,546,11.55,6306.3,14,14,1,0,No Defect,4/1/23,4/1/23,53.901598144026075
4/19/23,PO-b9d5390e,SU-006,South America,Brazil,PART-c315bc59,Blade,Attachments,ea,1,5926.57,5926.57,56,56,1,0,No Defect,4/1/23,4/1/23,12.736734089214512
4/19/23,PO-6b52bfcd,SU-009,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,9,3.49,31.41,14,10,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
4/19/23,PO-67a2a5f4,SU-012,North America,USA,PART-42399920,Cabin Filter,Filters,ea,99,24.62,2437.38,6,6,1,0,No Defect,4/1/23,4/1/23,0.9221078549315967
4/19/23,PO-355d412b,SU-011,Asia,India,PART-2b5d6159,Fork Assembly,Attachments,ea,3,991.63,2974.89,54,54,1,0,No Defect,4/1/23,4/1/23,58.90758682987124
4/20/23,PO-6fcd923a,SU-009,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,18,35.18,633.24,27,22,1,0,No Defect,4/1/23,4/1/23,46.01521552470814
